Mod:Item:MetaData, Localized Name
minecraft:potion:16420, Splash Potion of Poison
minecraft:potion:16452, Splash Potion of Poison
minecraft:potion:8261, Potion of Healing
minecraft:potion:8229, Potion of Healing
minecraft:potion:16453, Splash Potion of Healing
minecraft:potion:16421, Splash Potion of Healing
minecraft:potion:8230, Potion of Night Vision
minecraft:potion:8262, Potion of Night Vision
minecraft:potion:16422, Splash Potion of Night Vision
minecraft:potion:16454, Splash Potion of Night Vision
minecraft:potion:8232, Potion of Weakness
minecraft:potion:8264, Potion of Weakness
minecraft:potion:16424, Splash Potion of Weakness
minecraft:potion:16456, Splash Potion of Weakness
minecraft:potion:8201, Potion of Strength
minecraft:potion:8233, Potion of Strength
minecraft:potion:8265, Potion of Strength
minecraft:potion:16393, Splash Potion of Strength
minecraft:potion:16425, Splash Potion of Strength
minecraft:potion:16457, Splash Potion of Strength
minecraft:potion:8234, Potion of Slowness
minecraft:potion:8266, Potion of Slowness
minecraft:potion:16426, Splash Potion of Slowness
minecraft:potion:16458, Splash Potion of Slowness
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:5, Spawn Nuclear Creeper
minecraft:spawn_egg:6, Spawn Tainted Creeper
minecraft:spawn_egg:7, Spawn Hunter Chopper
minecraft:spawn_egg:23, Spawn Cyber Crab
minecraft:spawn_egg:24, Spawn Tesla Crab
minecraft:spawn_egg:25, Spawn Taint Crab
minecraft:spawn_egg:26, Spawn Mask Man
minecraft:spawn_egg:27, Spawn Duck
minecraft:spawn_egg:28, Spawn Quackos The Elder One
minecraft:spawn_egg:29, Spawn FBI Agent
minecraft:spawn_egg:30, Spawn Meltdown Elemental
minecraft:spawn_egg:31, Spawn entity.entity_meme_zombie.name
minecraft:spawn_egg:32, Spawn entity.entity_meme_skeleton.name
minecraft:spawn_egg:33, Spawn entity.entity_meme_ufo.name
minecraft:spawn_egg:34, Spawn entity.entity_meme_craft.name
minecraft:spawn_egg:6396, Spawn Demon
minecraft:spawn_egg:6397, Spawn Mandrake
minecraft:spawn_egg:6398, Spawn Treefyd
minecraft:spawn_egg:6399, Spawn Horned Huntsman
minecraft:spawn_egg:6400, Spawn Ent
minecraft:spawn_egg:6401, Spawn Owl
minecraft:spawn_egg:6402, Spawn Toad
minecraft:spawn_egg:6403, Spawn Baba Yaga
minecraft:spawn_egg:6404, Spawn Coven Witch
minecraft:spawn_egg:6405, Spawn Nightmare
minecraft:spawn_egg:6406, Spawn Spectre
minecraft:spawn_egg:6407, Spawn Poltergeist
minecraft:spawn_egg:6408, Spawn Banshee
minecraft:spawn_egg:6409, Spawn Spirit
minecraft:spawn_egg:6410, Spawn Death
minecraft:spawn_egg:6411, Spawn Witch Hunter
minecraft:spawn_egg:6412, Spawn Lord of Torment
minecraft:spawn_egg:6413, Spawn Flame Imp
minecraft:spawn_egg:6414, Spawn Minedrake
minecraft:spawn_egg:6415, Spawn Hobgoblin
minecraft:spawn_egg:6416, Spawn Mog
minecraft:spawn_egg:6417, Spawn Gulg
minecraft:spawn_egg:6418, Spawn Shade of Leonard
minecraft:spawn_egg:6419, Spawn Lost Soul
minecraft:spawn_egg:6420, Spawn Werewolf
minecraft:spawn_egg:6421, Spawn Hellhound
minecraft:spawn_egg:6422, Spawn Villager
minecraft:spawn_egg:6423, Spawn Guard
minecraft:spawn_egg:6424, Spawn Vampire
minecraft:spawn_egg:6425, Spawn Lilith
minecraft:spawn_egg:6426, Spawn Winged Monkey
minecraft:spawn_egg:6427, Spawn Reflection
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
Thaumcraft:blockWoodenDevice:0, Arcane Bellows
Thaumcraft:blockWoodenDevice:1, Arcane Ear
Thaumcraft:blockWoodenDevice:2, Arcane Pressure Plate
Thaumcraft:blockWoodenDevice:4, Arcane Bore Base
Thaumcraft:blockWoodenDevice:5, Arcane Bore
Thaumcraft:blockWoodenDevice:6, Greatwood Planks
Thaumcraft:blockWoodenDevice:7, Silverwood Planks
Thaumcraft:blockWoodenDevice:8, Crimson Cult Banner
Thaumcraft:blockWoodenDevice:8, White Banner
Thaumcraft:blockWoodenDevice:8, Orange Banner
Thaumcraft:blockWoodenDevice:8, Magenta Banner
Thaumcraft:blockWoodenDevice:8, Light Blue Banner
Thaumcraft:blockWoodenDevice:8, Yellow Banner
Thaumcraft:blockWoodenDevice:8, Lime Banner
Thaumcraft:blockWoodenDevice:8, Pink Banner
Thaumcraft:blockWoodenDevice:8, Gray Banner
Thaumcraft:blockWoodenDevice:8, Light Gray Banner
Thaumcraft:blockWoodenDevice:8, Cyan Banner
Thaumcraft:blockWoodenDevice:8, Purple Banner
Thaumcraft:blockWoodenDevice:8, Blue Banner
Thaumcraft:blockWoodenDevice:8, Brown Banner
Thaumcraft:blockWoodenDevice:8, Green Banner
Thaumcraft:blockWoodenDevice:8, Red Banner
Thaumcraft:blockWoodenDevice:8, Black Banner
Thaumcraft:blockStoneDevice:0, Alchemical Furnace
Thaumcraft:blockStoneDevice:1, Arcane Pedestal
Thaumcraft:blockStoneDevice:2, Runic Matrix
Thaumcraft:blockStoneDevice:5, Wand Recharge Pedestal
Thaumcraft:blockStoneDevice:8, Compound Recharge Focus
Thaumcraft:blockStoneDevice:9, Node Stabilizer
Thaumcraft:blockStoneDevice:10, Advanced Node Stabilizer
Thaumcraft:blockStoneDevice:11, Node Transducer
Thaumcraft:blockStoneDevice:12, Arcane Spa
Thaumcraft:blockStoneDevice:13, Focal Manipulator
Thaumcraft:blockStoneDevice:14, Flux Scrubber
Thaumcraft:blockMirror:0, Magic Mirror
Thaumcraft:blockMirror:6, Essentia Mirror
Thaumcraft:blockTable:0, Table
Thaumcraft:blockTable:14, Deconstruction Table
Thaumcraft:blockTable:15, Arcane Worktable
Thaumcraft:blockChestHungry, Hungry Chest
Thaumcraft:blockArcaneDoor, Arcane Door
Thaumcraft:blockLifter, Arcane Levitator
Thaumcraft:blockMagicBox, tile.blockMagicBox.name
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
Thaumcraft:blockAlchemyFurnace, Advanced Alchemical Furnace
Thaumcraft:blockJar:0, Warded Jar
Thaumcraft:blockJar:1, Brain in a Jar
Thaumcraft:blockJar:3, Void Jar
Thaumcraft:blockCandle:0, White Tallow Candle
Thaumcraft:blockCandle:1, Orange Tallow Candle
Thaumcraft:blockCandle:2, Magenta Tallow Candle
Thaumcraft:blockCandle:3, Light Blue Tallow Candle
Thaumcraft:blockCandle:4, Yellow Tallow Candle
Thaumcraft:blockCandle:5, Lime Tallow Candle
Thaumcraft:blockCandle:6, Pink Tallow Candle
Thaumcraft:blockCandle:7, Gray Tallow Candle
Thaumcraft:blockCandle:8, Light Gray Tallow Candle
Thaumcraft:blockCandle:9, Cyan Tallow Candle
Thaumcraft:blockCandle:10, Purple Tallow Candle
Thaumcraft:blockCandle:11, Blue Tallow Candle
Thaumcraft:blockCandle:12, Brown Tallow Candle
Thaumcraft:blockCandle:13, Green Tallow Candle
Thaumcraft:blockCandle:14, Red Tallow Candle
Thaumcraft:blockCandle:15, Black Tallow Candle
Thaumcraft:blockEldritch:4, Glowing Crusted Stone
Thaumcraft:blockAiry:0, Aura Node
Thaumcraft:blockManaPod, tile.blockManaPod.name
Thaumcraft:blockArcaneFurnace, Infernal Furnace
Thaumcraft:blockWarded, tile.blockWarded.name
Thaumcraft:blockHole, Empty Space
Thaumcraft:blockPortalEldritch, Eldritch Portal
Thaumcraft:blockEssentiaReservoir:0, Essentia Reservoir
Thaumcraft:blockEldritchNothing, tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone, Arcane Stone Stairs
Thaumcraft:blockStairsGreatwood, Greatwood Stairs
Thaumcraft:blockStairsSilverwood, Silverwood Stairs
Thaumcraft:blockStairsEldritch, Ancient Stone Stairs
Thaumcraft:blockCosmeticSlabWood:0, Greatwood Slab
Thaumcraft:blockCosmeticSlabWood:1, Silverwood Slab
Thaumcraft:blockCosmeticSlabStone:0, Arcane Stone Slab
Thaumcraft:blockCosmeticSlabStone:1, Ancient Stone Slab
Thaumcraft:blockCosmeticDoubleSlabWood, tile.blockCosmeticDoubleSlabWood.name
Thaumcraft:blockCosmeticDoubleSlabStone, tile.blockCosmeticDoubleSlabStone.name
Thaumcraft:blockLootUrn:0, Old Urn
Thaumcraft:blockLootUrn:1, Old Urn
Thaumcraft:blockLootUrn:2, Old Urn
Thaumcraft:blockLootCrate:0, Abandoned Crate
Thaumcraft:blockLootCrate:1, Abandoned Crate
Thaumcraft:blockLootCrate:2, Abandoned Crate
Avaritia:Double_Craft, Compressed Crafting Table
Avaritia:Triple_Craft, Double Compressed Crafting Table
Avaritia:Dire_Crafting, Dire Crafting Table
Avaritia:Crystal_Matrix, Crystal Matrix
Avaritia:Resource_Block:0, Neutronium Block
Avaritia:Resource_Block:1, Infinity Block
Avaritia:Neutron_Collector, Neutron Collector
Avaritia:Neutronium_Compressor, Neutronium Compressor
BuildCraft|Core:eternalSpring:0, Water Spring
BuildCraft|Core:eternalSpring:1, Oil Spring
BuildCraft|Core:buildToolBlock, tile.buildToolBlock.name
BuildCraft|Core:engineBlock:0, Redstone Engine
BuildCraft|Core:markerBlock, Land Mark
BuildCraft|Core:pathMarkerBlock, Path Mark
BuildCraft|Factory:miningWellBlock, Mining Well
BuildCraft|Factory:plainPipeBlock, Mining Pipe
BuildCraft|Factory:autoWorkbenchBlock, Auto Workbench
BuildCraft|Factory:tankBlock, Tank
BuildCraft|Factory:pumpBlock, Pump
BuildCraft|Factory:floodGateBlock, Flood Gate
BuildCraft|Factory:refineryBlock, Refinery
BuildCraft|Factory:blockHopper, Chute
BuildCraft|Robotics:zonePlan, Zone Planner
BuildCraft|Robotics:requester, Requester
BuildCraft|Silicon:laserBlock, Laser
BuildCraft|Silicon:laserTableBlock:0, Assembly Table
BuildCraft|Silicon:laserTableBlock:1, Advanced Crafting Table
BuildCraft|Silicon:laserTableBlock:2, Integration Table
BuildCraft|Silicon:laserTableBlock:3, Charging Table
BuildCraft|Silicon:laserTableBlock:4, Programming Table
BuildCraft|Silicon:laserTableBlock:5, Stamping Table
BuildCraft|Silicon:packagerBlock, Recipe Packager
BuildCraft|Transport:filteredBufferBlock, Filtered Buffer
BuildCraft|Transport:pipeBlock, tile.pipeBlock.name
chisel:aluminumblock:0, Block of Aluminum
chisel:aluminumblock:1, Block of Aluminum
chisel:aluminumblock:2, Block of Aluminum
chisel:aluminumblock:3, Block of Aluminum
chisel:aluminumblock:4, Block of Aluminum
chisel:aluminumblock:5, Block of Aluminum
chisel:aluminum_stairs.0:0, tile.chisel.aluminum_stairs.0.name
chisel:aluminum_stairs.0:8, tile.chisel.aluminum_stairs.0.name
chisel:aluminum_stairs.1:0, tile.chisel.aluminum_stairs.1.name
chisel:aluminum_stairs.1:8, tile.chisel.aluminum_stairs.1.name
chisel:aluminum_stairs.2:0, tile.chisel.aluminum_stairs.2.name
chisel:aluminum_stairs.2:8, tile.chisel.aluminum_stairs.2.name
chisel:aluminum_stairs.3:0, tile.chisel.aluminum_stairs.3.name
chisel:aluminum_stairs.3:8, tile.chisel.aluminum_stairs.3.name
chisel:aluminum_stairs.4:0, tile.chisel.aluminum_stairs.4.name
chisel:aluminum_stairs.4:8, tile.chisel.aluminum_stairs.4.name
chisel:aluminum_stairs.5:0, tile.chisel.aluminum_stairs.5.name
chisel:aluminum_stairs.5:8, tile.chisel.aluminum_stairs.5.name
chisel:aluminum_stairs.6:0, tile.chisel.aluminum_stairs.6.name
chisel:aluminum_stairs.6:8, tile.chisel.aluminum_stairs.6.name
chisel:aluminum_stairs.7:0, tile.chisel.aluminum_stairs.7.name
chisel:aluminum_stairs.7:8, tile.chisel.aluminum_stairs.7.name
chisel:andesite:0, Andesite
chisel:andesite:1, Andesite
chisel:andesite:2, Andesite
chisel:andesite:3, Andesite
chisel:andesite:4, Andesite
chisel:andesite:5, Andesite
chisel:andesite:6, Andesite
chisel:antiBlock:0, Anti Block
chisel:antiBlock:1, Anti Block
chisel:antiBlock:2, Anti Block
chisel:antiBlock:3, Anti Block
chisel:antiBlock:4, Anti Block
chisel:antiBlock:5, Anti Block
chisel:antiBlock:6, Anti Block
chisel:antiBlock:7, Anti Block
chisel:antiBlock:8, Anti Block
chisel:antiBlock:9, Anti Block
chisel:antiBlock:10, Anti Block
chisel:antiBlock:11, Anti Block
chisel:antiBlock:12, Anti Block
chisel:antiBlock:13, Anti Block
chisel:antiBlock:14, Anti Block
chisel:antiBlock:15, Anti Block
chisel:arcane:0, Arcane Stone Block
chisel:arcane:1, Arcane Stone Block
chisel:arcane:2, Arcane Stone Block
chisel:arcane:3, Arcane Stone Block
chisel:arcane:4, Arcane Stone Block
chisel:arcane:5, Arcane Stone Block
chisel:arcane:6, Arcane Stone Block
chisel:arcane:7, Arcane Stone Block
chisel:arcane:8, Arcane Stone Block
chisel:arcane:9, Arcane Stone Block
chisel:arcane:10, Arcane Stone Block
chisel:arcane:11, Arcane Stone Block
chisel:autoChisel, Auto Chisel
chisel:beacon:0, Beacon
chisel:beacon:1, Beacon
chisel:beacon:2, Beacon
chisel:beacon:3, Beacon
chisel:beacon:4, Beacon
chisel:beacon:5, Beacon
chisel:beacon:6, Beacon
chisel:beacon:7, Beacon
chisel:beacon:8, Beacon
chisel:beacon:9, Beacon
chisel:beacon:10, Beacon
chisel:beacon:11, Beacon
chisel:beacon:12, Beacon
chisel:beacon:13, Beacon
chisel:beacon:14, Beacon
chisel:beacon:15, Beacon
chisel:bookshelf:1, Bookshelf
chisel:bookshelf:2, Bookshelf
chisel:bookshelf:3, Bookshelf
chisel:bookshelf:4, Bookshelf
chisel:bookshelf:5, Bookshelf
chisel:bookshelf:6, Bookshelf
chisel:bookshelf:7, Bookshelf
chisel:bookshelf:8, Bookshelf
chisel:brickCustom:1, Brick Block
chisel:brickCustom:2, Brick Block
chisel:brickCustom:3, Brick Block
chisel:brickCustom:5, Brick Block
chisel:brickCustom:6, Brick Block
chisel:bronzeblock:0, Block of Bronze
chisel:bronzeblock:1, Block of Bronze
chisel:bronzeblock:2, Block of Bronze
chisel:bronzeblock:3, Block of Bronze
chisel:bronzeblock:4, Block of Bronze
chisel:bronzeblock:5, Block of Bronze
chisel:carpet_block:0, Carpet
chisel:carpet_block:1, Carpet
chisel:carpet_block:2, Carpet
chisel:carpet_block:3, Carpet
chisel:carpet_block:4, Carpet
chisel:carpet_block:5, Carpet
chisel:carpet_block:6, Carpet
chisel:carpet_block:7, Carpet
chisel:carpet_block:8, Carpet
chisel:carpet_block:9, Carpet
chisel:carpet_block:10, Carpet
chisel:carpet_block:11, Carpet
chisel:carpet_block:12, Carpet
chisel:carpet_block:13, Carpet
chisel:carpet_block:14, Carpet
chisel:carpet_block:15, Carpet
chisel:carpet:0, Floor Carpet
chisel:carpet:1, Floor Carpet
chisel:carpet:2, Floor Carpet
chisel:carpet:3, Floor Carpet
chisel:carpet:4, Floor Carpet
chisel:carpet:5, Floor Carpet
chisel:carpet:6, Floor Carpet
chisel:carpet:7, Floor Carpet
chisel:carpet:8, Floor Carpet
chisel:carpet:9, Floor Carpet
chisel:carpet:10, Floor Carpet
chisel:carpet:11, Floor Carpet
chisel:carpet:12, Floor Carpet
chisel:carpet:13, Floor Carpet
chisel:carpet:14, Floor Carpet
chisel:carpet:15, Floor Carpet
chisel:cloud:0, Cloud
chisel:cloud:1, Cloud
chisel:cloud:2, Cloud
chisel:cloud:3, Cloud
chisel:cloud:4, Cloud
chisel:cobblestone:1, Cobblestone
chisel:cobblestone:2, Cobblestone
chisel:cobblestone:3, Cobblestone
chisel:cobblestone:4, Cobblestone
chisel:cobblestone:5, Cobblestone
chisel:cobblestone:6, Cobblestone
chisel:cobblestone:7, Cobblestone
chisel:cobblestone:8, Cobblestone
chisel:cobblestone:9, Cobblestone
chisel:cobblestone:10, Cobblestone
chisel:cobblestone:11, Cobblestone
chisel:cobblestone:12, Cobblestone
chisel:cobblestone:13, Cobblestone
chisel:cobblestone:14, Cobblestone
chisel:cobblestone:15, Cobblestone
chisel:mossy_cobblestone:1, Mossy Cobblestone
chisel:mossy_cobblestone:2, Mossy Cobblestone
chisel:mossy_cobblestone:3, Mossy Cobblestone
chisel:mossy_cobblestone:4, Mossy Cobblestone
chisel:mossy_cobblestone:5, Mossy Cobblestone
chisel:mossy_cobblestone:6, Mossy Cobblestone
chisel:mossy_cobblestone:7, Mossy Cobblestone
chisel:mossy_cobblestone:8, Mossy Cobblestone
chisel:mossy_cobblestone:9, Mossy Cobblestone
chisel:mossy_cobblestone:10, Mossy Cobblestone
chisel:mossy_cobblestone:11, Mossy Cobblestone
chisel:mossy_cobblestone:12, Mossy Cobblestone
chisel:mossy_cobblestone:13, Mossy Cobblestone
chisel:mossy_cobblestone:14, Mossy Cobblestone
chisel:mossy_cobblestone:15, Mossy Cobblestone
chisel:concrete:0, Concrete
chisel:concrete:1, Concrete
chisel:concrete:2, Concrete
chisel:concrete:3, Concrete
chisel:concrete:4, Concrete
chisel:concrete:5, Concrete
chisel:concrete:6, Concrete
chisel:concrete:7, Concrete
chisel:concrete:8, Concrete
chisel:concrete:9, Concrete
chisel:concrete:10, Concrete
chisel:copperblock:0, Block of Copper
chisel:copperblock:1, Block of Copper
chisel:copperblock:2, Block of Copper
chisel:copperblock:3, Block of Copper
chisel:copperblock:4, Block of Copper
chisel:copperblock:5, Block of Copper
chisel:diamond_block:1, Diamond Block
chisel:diamond_block:2, Diamond Block
chisel:diamond_block:3, Diamond Block
chisel:diamond_block:4, Diamond Block
chisel:diamond_block:5, Diamond Block
chisel:diamond_block:6, Diamond Block
chisel:diamond_block:7, Diamond Block
chisel:diamond_block:8, Diamond Block
chisel:diamond_block:9, Diamond Block
chisel:diamond_block:10, Diamond Block
chisel:diamond_block:11, Diamond Block
chisel:diamond_block:12, Diamond Block
chisel:diorite:0, Diorite
chisel:diorite:1, Diorite
chisel:diorite:2, Diorite
chisel:diorite:3, Diorite
chisel:diorite:4, Diorite
chisel:diorite:5, Diorite
chisel:diorite:6, Diorite
chisel:dirt:0, Dirt
chisel:dirt:1, Dirt
chisel:dirt:2, Dirt
chisel:dirt:3, Dirt
chisel:dirt:4, Dirt
chisel:dirt:5, Dirt
chisel:dirt:6, Dirt
chisel:dirt:7, Dirt
chisel:dirt:8, Dirt
chisel:dirt:9, Dirt
chisel:dirt:10, Dirt
chisel:dirt:11, Dirt
chisel:dirt:12, Dirt
chisel:dirt:13, Dirt
